Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1139,1-Story 1946 & Newer All Styles,Residential Low Density,9819,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Moderate Slope,Mitchell,Normal,Normal,Single-family Detached,One story,6,5,1977,1977,Gable,Standard (Composite) Shingle,Plywood,Imitation Stucco,None,0.0,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,Good Exposure,Average Living Quarters,1567,Unfinished/No Basement,0,0,1567,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1567,0,0,1567,1,0,2,0,2,1,Good,5,Typical Functionality,2,Attached to home,1977.0,Rough Finished,714,Typical/Average,Typical/Average,Paved,264,32,0,0,0,0,0,5,2009,Warranty Deed - Conventional,Normal Sale,196000
1140,1-Story 1945 & Older,Residential Low Density,8731,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Brookside,Normal,Normal,Single-family Detached,One story,5,5,1920,1950,Gable,Standard (Composite) Shingle,Stucco,Stucco,None,0.0,Average/Typical,Fair,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Below Average Living Quarters,645,Unfinished/No Basement,0,270,915,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1167,0,0,1167,0,0,1,0,3,1,Typical/Average,6,Major Deductions 1,1,Detached from home,1972.0,Unfinished/No Garage,495,Typical/Average,Typical/Average,Paved,0,0,216,0,126,0,0,5,2007,Warranty Deed - Conventional,Normal Sale,144000
1141,1-Story 1946 & Newer All Styles,Residential Low Density,7350,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,North Ames,Normal,Normal,Single-family Detached,One story,5,7,1951,1951,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,Mimimum Exposure,Average Living Quarters,852,Unfinished/No Basement,0,100,952,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,952,0,0,952,1,0,1,0,2,1,Typical/Average,4,Typical Functionality,0,Detached from home,1988.0,Unfinished/No Garage,840,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,0,6,2008,Court Officer Deed/Estate,Abnormal Sale,139000
1142,2-Story 1946 & Newer,Residential Low Density,10304,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,Northwest Ames,"Near positive off-site feature--park, greenbelt, etc.",Normal,Single-family Detached,Two story,5,7,1976,1976,Gable,Standard (Composite) Shingle,Plywood,Plywood,Brick Face,44.0,Average/Typical,Good,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Average Living Quarters,381,Unfinished/No Basement,0,399,780,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1088,780,0,1868,1,0,2,1,4,1,Good,9,Typical Functionality,1,Attached to home,1976.0,Unfinished/No Garage,484,Typical/Average,Typical/Average,Paved,448,96,0,0,0,0,0,10,2009,Warranty Deed - Conventional,Normal Sale,197500
1143,2-Story 1946 & Newer,Residential Low Density,9965,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,College Creek,Normal,Normal,Single-family Detached,Two story,8,5,2006,2007,Hip,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Stone,340.0,Good,Average/Typical,Poured Contrete,Excellent (100+ inches),Typical - slight dampness allowed,Good Exposure,Good Living Quarters,1150,Unfinished/No Basement,0,316,1466,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1466,1362,0,2828,1,0,3,0,4,1,Good,11,Typical Functionality,1,Built-In/No Garage,2006.0,Rough Finished,1052,Typical/Average,Typical/Average,Paved,125,144,0,0,0,0,0,4,2007,Home just constructed and sold,Home wasn't completed,424870
1144,1-Story 1946 & Newer All Styles,Residential Low Density,9000,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Sawyer,Normal,Normal,Single-family Detached,One story,5,3,1959,1959,Gable,Standard (Composite) Shingle,Wood Siding,Plywood,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Good Living Quarters,288,Unfinished/No Basement,0,718,1006,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1006,0,0,1006,0,0,1,0,3,1,Typical/Average,5,Typical Functionality,0,Built-In/No Garage,1959.0,Unfinished/No Garage,0,Fair/No Garage,Fair/No Garage,Paved,0,24,0,0,0,0,0,7,2008,Warranty Deed - Conventional,Normal Sale,80000
1145,2 Family Conversion - All Styles and Ages,Residential Low Density,12180,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Edwards,Normal,Normal,Two-family Conversion; originally built as one-family dwelling,One and one-half story: 2nd level finished,4,4,1941,1950,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Average/Typical,Fair,Brick & Tile,Good (90-99 inches),Typical - slight dampness allowed,No Exposure/No Basement,Below Average Living Quarters,348,Unfinished/No Basement,0,324,672,Gravity furnace,Fair,No,Fuse Box over 60 AMP and all Romex wiring (Average),672,252,0,924,1,0,1,0,2,1,Fair,5,Typical Functionality,0,Detached from home,1941.0,Unfinished/No Garage,280,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,0,7,2010,Warranty Deed - Conventional,Normal Sale,80000
1146,1-1/2 Story Finished All Ages,Residential Medium Density,6240,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Brookside,Normal,Normal,Single-family Detached,One and one-half story: 2nd level finished,5,6,1928,1950,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Unfinished/No Basement,0,Unfinished/No Basement,0,1042,1042,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1042,534,0,1576,0,0,1,0,3,1,Typical/Average,8,Typical Functionality,1,Detached from home,1928.0,Unfinished/No Garage,225,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,0,8,2006,Warranty Deed - Conventional,Sale between family members,149000
1147,1-Story 1946 & Newer All Styles,Residential Low Density,11200,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Sawyer West,Normal,Normal,Single-family Detached,One story,6,5,1985,1985,Gable,Standard (Composite) Shingle,Wood Siding,Wood Shingles,Brick Face,85.0,Good,Average/Typical,Cinder Block,Good (90-99 inches),Typical - slight dampness allowed,No Exposure/No Basement,Good Living Quarters,1258,Unfinished/No Basement,0,40,1298,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1298,0,0,1298,1,0,2,0,3,1,Good,5,Typical Functionality,1,Attached to home,1985.0,Unfinished/No Garage,403,Typical/Average,Typical/Average,Paved,165,26,0,0,0,0,0,5,2006,Warranty Deed - Conventional,Normal Sale,180000
1148,2-Story 1945 & Older,Residential Low Density,12000,Paved,Regular,Banked - Quick and significant rise from street grade to building,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Crawford,Normal,Normal,Single-family Detached,Two story,7,7,1941,1950,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Average Rec Room,275,Unfinished/No Basement,0,429,704,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,860,704,0,1564,0,0,1,1,3,1,Fair,7,Typical Functionality,1,Attached to home,1941.0,Unfinished/No Garage,234,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,0,7,2009,Warranty Deed - Conventional,Normal Sale,174500
1149,1-1/2 Story Finished All Ages,Residential Medium Density,5700,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Old Town,Normal,Normal,Single-family Detached,One and one-half story: 2nd level finished,7,7,1926,1950,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0.0,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Unfinished/No Basement,0,Unfinished/No Basement,0,572,572,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,572,539,0,1111,0,0,1,0,2,1,Typical/Average,5,Typical Functionality,1,Detached from home,1982.0,Unfinished/No Garage,288,Typical/Average,Typical/Average,Paved,0,0,176,0,0,0,0,8,2008,Warranty Deed - Conventional,Normal Sale,116900
1150,2-Story 1945 & Older,Residential Medium Density,9000,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Old Town,Adjacent to arterial street,Normal,Single-family Detached,Two story,7,9,1920,1988,Hip,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Average/Typical,Good,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Average Living Quarters,624,Unfinished/No Basement,0,26,650,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,832,650,0,1482,0,1,1,0,3,1,Typical/Average,7,Typical Functionality,0,Detached from home,1930.0,Unfinished/No Garage,324,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,0,7,2009,Warranty Deed - Conventional,Normal Sale,143000
1151,1-Story 1946 & Newer All Styles,Residential Low Density,8280,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,North Ames,Normal,Normal,Single-family Detached,One story,6,5,1950,1950,Gable,Standard (Composite) Shingle,Brick Face,Brick Face,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Unfinished/No Basement,0,Unfinished/No Basement,0,932,932,Gas forced warm air furnace,Excellent,Yes,Fuse Box over 60 AMP and all Romex wiring (Average),932,0,0,932,0,0,1,0,2,1,Good,4,Typical Functionality,1,Attached to home,1950.0,Unfinished/No Garage,306,Typical/Average,Typical/Average,Paved,0,0,214,0,0,0,0,11,2007,Warranty Deed - Conventional,Normal Sale,124000
1152,1-Story 1946 & Newer All Styles,Residential Low Density,17755,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Edwards,Normal,Normal,Single-family Detached,One story,5,4,1959,1959,Gable,Standard (Composite) Shingle,Hard Board,Plywood,Brick Face,132.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Below Average Living Quarters,176,Unfinished/No Basement,0,1290,1466,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1466,0,0,1466,0,0,1,1,3,1,Fair,6,Typical Functionality,2,Attached to home,1959.0,Finished,528,Typical/Average,Typical/Average,Paved,0,140,0,0,100,0,0,11,2006,Warranty Deed - Conventional,Normal Sale,149900
1153,1-Story 1946 & Newer All Styles,Residential Low Density,14115,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Crawford,Normal,Normal,Single-family Detached,One story,6,7,1956,2004,Gable,Standard (Composite) Shingle,Stone,Stone,None,0.0,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Average Living Quarters,296,Good Living Quarters,547,230,1073,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1811,0,0,1811,0,0,1,0,2,1,Excellent,6,Typical Functionality,1,Attached to home,1956.0,Finished,470,Typical/Average,Typical/Average,Paved,0,0,280,0,0,0,0,7,2006,Warranty Deed - Conventional,Abnormal Sale,230000
1154,1-Story 1945 & Older,Residential Medium Density,5890,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Iowa DOT and Rail Road,Normal,Normal,Single-family Detached,One story,6,8,1930,2007,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0.0,Good,Good,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,Average Exposure,Average Living Quarters,538,Unfinished/No Basement,0,278,816,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,816,0,0,816,0,0,1,0,2,1,Typical/Average,5,Typical Functionality,0,Detached from home,2002.0,Unfinished/No Garage,432,Typical/Average,Typical/Average,Paved,0,0,96,0,0,0,0,6,2008,Warranty Deed - Conventional,Normal Sale,120500
1155,2-Story 1946 & Newer,Residential Low Density,13700,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,North Ames,Normal,Normal,Single-family Detached,Two story,7,6,1965,1988,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Stone,288.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,Good Exposure,Average Living Quarters,454,Unfinished/No Basement,0,410,864,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,902,918,0,1820,0,0,1,2,4,1,Good,8,Typical Functionality,2,Attached to home,1965.0,Unfinished/No Garage,492,Typical/Average,Typical/Average,Paved,60,84,0,0,273,0,0,5,2008,Warranty Deed - Conventional,Normal Sale,201800
1156,1-Story 1946 & Newer All Styles,Residential Low Density,10768,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Veenker,Normal,Normal,Single-family Detached,One story,5,8,1976,2004,Gable,Standard (Composite) Shingle,Plywood,Plywood,None,0.0,Good,Good,Cinder Block,Good (90-99 inches),Typical - slight dampness allowed,Good Exposure,Average Living Quarters,1157,Unfinished/No Basement,0,280,1437,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1437,0,0,1437,1,0,2,0,3,1,Good,6,Typical Functionality,1,Attached to home,1976.0,Rough Finished,528,Typical/Average,Typical/Average,Paved,0,21,0,0,180,0,0,7,2007,Warranty Deed - Conventional,Normal Sale,218000
1157,Split or Multi-Level,Residential Low Density,9350,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,North Ames,Normal,Normal,Single-family Detached,Split Level,5,8,1965,1999,Gable,Standard (Composite) Shingle,Brick Face,Brick Face,None,0.0,Average/Typical,Good,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,Good Exposure,Average Living Quarters,633,Unfinished/No Basement,0,586,1219,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1265,0,0,1265,0,1,2,0,3,1,Good,6,Typical Functionality,1,Attached to home,1965.0,Rough Finished,502,Typical/Average,Typical/Average,Paved,0,92,0,96,0,0,0,10,2008,Warranty Deed - Conventional,Normal Sale,179900
1158,1-Story PUD (Planned Unit Development) - 1946 & Newer,Residential Low Density,5001,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northridge Heights,Normal,Normal,Townhouse Inside Unit,One story,7,5,2007,2008,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Stone,166.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure/No Basement,Good Living Quarters,904,Unfinished/No Basement,0,410,1314,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1314,0,0,1314,1,0,2,0,2,1,Good,6,Typical Functionality,1,Attached to home,2008.0,Rough Finished,626,Typical/Average,Typical/Average,Paved,172,62,0,0,0,0,0,7,2009,Warranty Deed - Conventional,Normal Sale,230000
1159,1-Story 1946 & Newer All Styles,Residential Low Density,11932,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Frontage on 2 sides of property,Gentle slope,Somerset,Adjacent to feeder street,Normal,Single-family Detached,One story,8,5,2007,2008,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Stone,186.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure/No Basement,Unfinished/No Basement,0,Unfinished/No Basement,0,1580,1580,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1580,0,0,1580,0,0,2,0,3,1,Good,7,Typical Functionality,0,Attached to home,2008.0,Rough Finished,830,Typical/Average,Typical/Average,Paved,0,24,0,0,0,0,0,6,2008,Contract Low Down,Home wasn't completed,235128
1160,2-Story 1946 & Newer,Residential Low Density,9120,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northwest Ames,Normal,Normal,Single-family Detached,Two story,6,6,1974,1974,Hip,Standard (Composite) Shingle,Hard Board,Hard Board,Brick Face,270.0,Good,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Average Living Quarters,442,Unfinished/No Basement,0,459,901,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,943,933,0,1876,0,0,2,1,4,1,Good,8,Typical Functionality,1,Attached to home,1974.0,Rough Finished,540,Good,Typical/Average,Paved,0,69,0,0,0,0,0,7,2008,Warranty Deed - Conventional,Normal Sale,185000
1161,2-Story PUD-1946 & Newer,Residential Low Density,2280,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northpark Villa,Normal,Normal,Townhouse Inside Unit,Two story,6,5,1978,1978,Gable,Standard (Composite) Shingle,Plywood,Brick Common,None,0.0,Average/Typical,Average/Typical,Cinder Block,Good (90-99 inches),Typical - slight dampness allowed,No Exposure/No Basement,Average Living Quarters,311,Unfinished/No Basement,0,544,855,Gas forced warm air furnace,Fair,Yes,Standard Circuit Breakers & Romex,855,601,0,1456,0,0,2,1,3,1,Typical/Average,7,Typical Functionality,1,Attached to home,1978.0,Unfinished/No Garage,440,Typical/Average,Typical/Average,Paved,26,0,0,0,0,0,0,7,2010,Warranty Deed - Conventional,Normal Sale,146000
1162,1-Story 1946 & Newer All Styles,Residential Low Density,14778,Paved,Slightly irregular,Depression,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,Crawford,"Near positive off-site feature--park, greenbelt, etc.",Normal,Single-family Detached,One story,6,7,1954,2006,Hip,Standard (Composite) Shingle,Hard Board,Hard Board,Brick Face,72.0,Good,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Below Average Living Quarters,728,Unfinished/No Basement,0,568,1296,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1640,0,0,1640,1,0,1,0,3,1,Good,7,Typical Functionality,1,Detached from home,1993.0,Unfinished/No Garage,924,Typical/Average,Typical/Average,Paved,108,0,0,216,0,0,0,11,2008,Warranty Deed - Conventional,Normal Sale,224000
1163,1-Story 1946 & Newer All Styles,Residential Low Density,8724,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Sawyer,Normal,Normal,Single-family Detached,One story,5,5,1968,1968,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Good (90-99 inches),Typical - slight dampness allowed,No Exposure/No Basement,Below Average Living Quarters,492,Unfinished/No Basement,0,402,894,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,894,0,0,894,0,0,1,0,3,1,Typical/Average,5,Typical Functionality,1,Attached to home,1968.0,Finished,450,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,0,5,2007,Warranty Deed - Conventional,Normal Sale,129000
1164,Duplex - All Styles and Ages,Residential Low Density,12900,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Sawyer,Adjacent to feeder street,Normal,Duplex,Split Foyer,4,4,1969,1969,Gable,Standard (Composite) Shingle,Plywood,Plywood,None,0.0,Average/Typical,Average/Typical,Cinder Block,Good (90-99 inches),Typical - slight dampness allowed,Average Exposure,Good Living Quarters,1198,Unfinished/No Basement,0,0,1198,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1258,0,0,1258,2,0,0,2,0,2,Typical/Average,6,Typical Functionality,0,Car Port,1969.0,Unfinished/No Garage,400,Fair/No Garage,Typical/Average,Paved,120,0,0,0,0,0,0,1,2008,Warranty Deed - Conventional,Allocation - two linked properties with separate deeds,108959
1165,Split or Multi-Level,Residential Low Density,16157,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Frontage on 2 sides of property,Gentle slope,Veenker,Adjacent to feeder street,Normal,Single-family Detached,Split Level,5,7,1978,1978,Gable,Standard (Composite) Shingle,Plywood,Plywood,None,0.0,Average/Typical,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,Good Exposure,Average Living Quarters,680,Average Rec Room,391,289,1360,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1432,0,0,1432,1,0,1,1,2,1,Good,5,Typical Functionality,1,Attached to home,1978.0,Unfinished/No Garage,588,Typical/Average,Typical/Average,Paved,168,180,0,0,0,0,0,6,2007,Warranty Deed - Conventional,Normal Sale,194000
1166,1-Story 1946 & Newer All Styles,Residential Low Density,9541,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northridge Heights,Normal,Normal,Single-family Detached,One story,7,5,2009,2009,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Stone,268.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure/No Basement,Unfinished/No Basement,0,Unfinished/No Basement,0,1502,1502,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1502,0,0,1502,0,0,2,0,3,1,Good,7,Typical Functionality,0,Attached to home,2009.0,Rough Finished,644,Typical/Average,Typical/Average,Paved,0,114,0,0,0,0,0,9,2009,Home just constructed and sold,Home wasn't completed,233170
1167,1-Story 1946 & Newer All Styles,Residential Low Density,10475,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,College Creek,Normal,Normal,Single-family Detached,One story,8,5,2008,2008,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Stone,72.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,Average Exposure,Unfinished/No Basement,0,Unfinished/No Basement,0,1694,1694,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1694,0,0,1694,0,0,2,0,3,1,Good,7,Typical Functionality,0,Attached to home,2008.0,Rough Finished,776,Typical/Average,Typical/Average,Paved,160,33,0,0,0,0,0,2,2010,Warranty Deed - Conventional,Normal Sale,245350
1168,2-Story 1946 & Newer,Residential Low Density,10852,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Gilbert,Adjacent to North-South Railroad,Normal,Single-family Detached,Two story,6,5,2000,2000,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Average/Typical,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure/No Basement,Good Living Quarters,786,Unfinished/No Basement,0,173,959,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,959,712,0,1671,1,0,2,1,3,1,Typical/Average,7,Typical Functionality,1,Attached to home,2000.0,Finished,472,Typical/Average,Typical/Average,Paved,0,38,0,0,0,0,0,2,2006,Warranty Deed - Conventional,Normal Sale,173000
1169,2-Story 1945 & Older,Residential Low Density,13728,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Edwards,Normal,Normal,Single-family Detached,Two story,6,7,1935,1986,Hip,Standard (Composite) Shingle,Stucco,Stucco,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Average Rec Room,626,Unfinished/No Basement,0,501,1127,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1236,872,0,2108,0,0,2,0,4,1,Good,7,Typical Functionality,2,Basement Garage,1935.0,Unfinished/No Garage,540,Typical/Average,Typical/Average,Paved,0,0,0,0,90,0,0,7,2008,Warranty Deed - Conventional,Normal Sale,235000
1170,2-Story 1946 & Newer,Residential Low Density,35760,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,Northridge,Normal,Normal,Single-family Detached,Two story,10,5,1995,1996,Hip,Standard (Composite) Shingle,Hard Board,Hard Board,Brick Face,1378.0,Good,Good,Poured Contrete,Excellent (100+ inches),Typical - slight dampness allowed,Good Exposure,Good Living Quarters,1387,Unfinished/No Basement,0,543,1930,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1831,1796,0,3627,1,0,3,1,4,1,Good,10,Typical Functionality,1,Attached to home,1995.0,Finished,807,Typical/Average,Typical/Average,Paved,361,76,0,0,0,0,0,7,2006,Warranty Deed - Conventional,Normal Sale,625000
1171,Split or Multi-Level,Residential Low Density,9880,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Mitchell,Normal,Normal,Single-family Detached,Split Level,6,6,1977,1977,Gable,Standard (Composite) Shingle,Plywood,Plywood,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,Average Exposure,Average Living Quarters,522,Unfinished/No Basement,0,574,1096,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1118,0,0,1118,1,0,1,0,3,1,Typical/Average,6,Typical Functionality,1,Attached to home,1977.0,Finished,358,Typical/Average,Typical/Average,Paved,203,0,0,0,0,576,0,7,2008,Warranty Deed - Conventional,Normal Sale,171000
